timestamp_(min),anomaly_score
132480.0,0.3510136902332306
132481.0,0.33855676651000977
132482.0,0.3914761245250702
132483.0,0.4440281093120575
132484.0,0.4829574227333069
132485.0,0.5024756193161011
132486.0,0.5104017853736877
132487.0,0.5157987475395203
132488.0,0.5173064470291138
132489.0,0.5195136666297913
132490.0,0.5198430418968201
132491.0,0.5197886824607849
132492.0,0.5192580819129944
132493.0,0.5196176171302795
132494.0,0.520203709602356
132495.0,0.5212298631668091
132496.0,0.5209518074989319
132497.0,0.5204660892486572
132498.0,0.5209444761276245
132499.0,0.5199541449546814
132500.0,0.5217950940132141
132501.0,0.5214764475822449
132502.0,0.5223314166069031
132503.0,0.5216463804244995
132504.0,0.5220915079116821
132505.0,0.520810067653656
132506.0,0.5209551453590393
132507.0,0.5214493274688721
132508.0,0.521940290927887
132509.0,0.5206124782562256
132510.0,0.5217654705047607
132511.0,0.5209294557571411
132512.0,0.5206831693649292
132513.0,0.5216147899627686
132514.0,0.5221656560897827
132515.0,0.5216101408004761
132516.0,0.5204262733459473
132517.0,0.5202329158782959
132518.0,0.5195013880729675
132519.0,0.519389271736145
132520.0,0.520370602607727
132521.0,0.5207857489585876
132522.0,0.5208014845848083
132523.0,0.5202372670173645
132524.0,0.5195038914680481
132525.0,0.5191622376441956
132526.0,0.5192865133285522
132527.0,0.519097089767456
132528.0,0.5207535624504089
132529.0,0.5202839970588684
132530.0,0.5213348269462585
132531.0,0.5216231942176819
132532.0,0.5208464860916138
132533.0,0.5225229263305664
132534.0,0.5220975279808044
132535.0,0.5217711329460144
132536.0,0.5216140151023865
132537.0,0.5231489539146423
132538.0,0.5222771167755127
132539.0,0.522894561290741
132540.0,0.5235339999198914
132541.0,0.5227966904640198
132542.0,0.5219140648841858
132543.0,0.521894633769989
132544.0,0.5199663639068604
132545.0,0.5204135775566101
132546.0,0.5201351046562195
132547.0,0.5197398066520691
132548.0,0.5202599167823792
132549.0,0.5183640122413635
132550.0,0.5198730826377869
132551.0,0.5188124179840088
132552.0,0.51885986328125
132553.0,0.5182207822799683
132554.0,0.5184450149536133
132555.0,0.5180780291557312
132556.0,0.5169373750686646
132557.0,0.5176794528961182
132558.0,0.5178527235984802
132559.0,0.5164305567741394
132560.0,0.516423225402832
132561.0,0.5169883966445923
132562.0,0.5161615014076233
132563.0,0.5175299048423767
132564.0,0.5167791843414307
132565.0,0.5176151990890503
132566.0,0.5169949531555176
132567.0,0.5170150399208069
132568.0,0.517460823059082
132569.0,0.5180984735488892
132570.0,0.5180962681770325
132571.0,0.5168610215187073
132572.0,0.5176740884780884
132573.0,0.5170969367027283
132574.0,0.5164509415626526
132575.0,0.5166118144989014
132576.0,0.5164605975151062
132577.0,0.5167773365974426
132578.0,0.5164521932601929
132579.0,0.5153406858444214
132580.0,0.5161903500556946
132581.0,0.5160754919052124
132582.0,0.5160520076751709
132583.0,0.5170110464096069
132584.0,0.5161027908325195
132585.0,0.516901433467865
132586.0,0.5168454051017761
132587.0,0.5161474347114563
132588.0,0.5156561136245728
132589.0,0.5170108079910278
132590.0,0.5173946619033813
132591.0,0.5172304511070251
132592.0,0.5163647532463074
132593.0,0.5170681476593018
132594.0,0.5188207030296326
132595.0,0.5176738500595093
132596.0,0.5165538787841797
132597.0,0.5160933136940002
132598.0,0.5155563950538635
132599.0,0.5160519480705261
132600.0,0.5169897079467773
132601.0,0.5162562131881714
132602.0,0.5175620913505554
132603.0,0.5161958932876587
132604.0,0.5167412757873535
132605.0,0.5151692628860474
132606.0,0.5139338970184326
132607.0,0.5143941044807434
132608.0,0.5148087739944458
132609.0,0.5148564577102661
132610.0,0.5151915550231934
132611.0,0.5151386260986328
132612.0,0.5152021646499634
132613.0,0.5157965421676636
132614.0,0.5155633687973022
132615.0,0.5154520869255066
132616.0,0.5150378346443176
132617.0,0.5168010592460632
132618.0,0.5166484117507935
132619.0,0.5159278512001038
132620.0,0.5187383890151978
132621.0,0.5186970233917236
132622.0,0.5187565088272095
132623.0,0.5175617933273315
132624.0,0.5183694362640381
132625.0,0.5184686779975891
132626.0,0.5167233943939209
132627.0,0.5162523984909058
132628.0,0.5170803666114807
132629.0,0.5164201259613037
132630.0,0.5182478427886963
132631.0,0.5180327892303467
132632.0,0.5167650580406189
132633.0,0.5157064199447632
132634.0,0.5163722634315491
132635.0,0.5169123411178589
132636.0,0.5167666077613831
132637.0,0.516471803188324
132638.0,0.516025722026825
132639.0,0.5156916975975037
132640.0,0.5159944295883179
132641.0,0.5172775387763977
132642.0,0.5165048837661743
132643.0,0.5166851878166199
132644.0,0.5158377289772034
132645.0,0.5163602828979492
132646.0,0.5155291557312012
132647.0,0.5145828127861023
132648.0,0.5156403183937073
132649.0,0.515562117099762
132650.0,0.515461266040802
132651.0,0.5150501132011414
132652.0,0.514875054359436
132653.0,0.5154370069503784
132654.0,0.5149504542350769
132655.0,0.5149904489517212
132656.0,0.5153660178184509
132657.0,0.5162544846534729
132658.0,0.5169680714607239
132659.0,0.5165404081344604
132660.0,0.5155236124992371
132661.0,0.5155859589576721
132662.0,0.5156241059303284
132663.0,0.5156166553497314
132664.0,0.5156708359718323
132665.0,0.5150235295295715
132666.0,0.5147900581359863
132667.0,0.5155653953552246
132668.0,0.516182005405426
132669.0,0.514667809009552
132670.0,0.5149321556091309
132671.0,0.5148420333862305
132672.0,0.5169426798820496
132673.0,0.5156617164611816
132674.0,0.5160592794418335
132675.0,0.5150623321533203
132676.0,0.5144751667976379
132677.0,0.515214741230011
132678.0,0.515093982219696
132679.0,0.5141262412071228
132680.0,0.5155370235443115
132681.0,0.5158740878105164
132682.0,0.5162619352340698
132683.0,0.5143572092056274
132684.0,0.5144399404525757
132685.0,0.514553964138031
132686.0,0.515530526638031
132687.0,0.5162807703018188
132688.0,0.5161598324775696
132689.0,0.5148043036460876
132690.0,0.5149767994880676
132691.0,0.5143569707870483
132692.0,0.515113890171051
132693.0,0.5141542553901672
132694.0,0.514318585395813
132695.0,0.5145657658576965
132696.0,0.5143806338310242
132697.0,0.5157386660575867
132698.0,0.5152727961540222
132699.0,0.5151205062866211
132700.0,0.5147241353988647
132701.0,0.5143043398857117
132702.0,0.5139808058738708
132703.0,0.514914870262146
132704.0,0.5148144364356995
132705.0,0.5126631855964661
132706.0,0.5138944983482361
132707.0,0.5142726898193359
132708.0,0.5148502588272095
132709.0,0.5142998695373535
132710.0,0.5152230858802795
132711.0,0.5142452716827393
132712.0,0.5146512985229492
132713.0,0.5145278573036194
132714.0,0.5153570175170898
132715.0,0.514705240726471
132716.0,0.5141953825950623
132717.0,0.5136361122131348
132718.0,0.5127617716789246
132719.0,0.5129836797714233
132720.0,0.5135972499847412
132721.0,0.512952983379364
132722.0,0.5138660073280334
132723.0,0.5136776566505432
132724.0,0.514037549495697
132725.0,0.5138205885887146
132726.0,0.5132699012756348
132727.0,0.5125877857208252
132728.0,0.5130079984664917
132729.0,0.5132076740264893
132730.0,0.5136465430259705
132731.0,0.5138388276100159
132732.0,0.5143905878067017
132733.0,0.5147231221199036
132734.0,0.5155563950538635
132735.0,0.5143656730651855
132736.0,0.513951301574707
132737.0,0.5148568153381348
132738.0,0.5149124264717102
132739.0,0.5133904814720154
132740.0,0.5143809914588928
132741.0,0.514414370059967
132742.0,0.5139349102973938
132743.0,0.5139816403388977
132744.0,0.5151045918464661
132745.0,0.5144578218460083
132746.0,0.5156576037406921
132747.0,0.5149904489517212
132748.0,0.5153263211250305
132749.0,0.5156087875366211
132750.0,0.5146758556365967
132751.0,0.5133887529373169
132752.0,0.514306366443634
132753.0,0.5139732360839844
132754.0,0.5142303705215454
132755.0,0.5140579342842102
132756.0,0.5137174129486084
132757.0,0.5148016214370728
132758.0,0.5143517851829529
132759.0,0.5138010382652283
132760.0,0.5137921571731567
132761.0,0.5130863189697266
132762.0,0.5132336020469666
132763.0,0.5132727026939392
132764.0,0.5141118764877319
132765.0,0.513215184211731
132766.0,0.5132569074630737
132767.0,0.5131511092185974
132768.0,0.5134493708610535
132769.0,0.5132349729537964
132770.0,0.5140769481658936
132771.0,0.5133456587791443
132772.0,0.5142929553985596
132773.0,0.5141485333442688
132774.0,0.5136664509773254
132775.0,0.5134040117263794
132776.0,0.5128390789031982
132777.0,0.5132582187652588
132778.0,0.513435423374176
132779.0,0.5137290358543396
132780.0,0.5141637921333313
132781.0,0.5142933130264282
132782.0,0.5130772590637207
132783.0,0.5119771957397461
132784.0,0.513251543045044
132785.0,0.5113986730575562
132786.0,0.5114116668701172
132787.0,0.5115395784378052
132788.0,0.5125409960746765
132789.0,0.5126940608024597
132790.0,0.5119050145149231
132791.0,0.5122079253196716
132792.0,0.5128280520439148
132793.0,0.5127703547477722
132794.0,0.5127216577529907
132795.0,0.512994647026062
132796.0,0.5124133825302124
132797.0,0.5121856927871704
132798.0,0.5130071640014648
132799.0,0.5125668048858643
132800.0,0.5133974552154541
132801.0,0.513361394405365
132802.0,0.5129927396774292
132803.0,0.5127637386322021
132804.0,0.5134885311126709
132805.0,0.5128769278526306
132806.0,0.5128907561302185
132807.0,0.5133095979690552
132808.0,0.5133331418037415
132809.0,0.51324063539505
132810.0,0.5135497450828552
132811.0,0.5134488940238953
132812.0,0.5133993029594421
132813.0,0.5136253833770752
132814.0,0.5131471753120422
132815.0,0.5122693777084351
132816.0,0.5126402378082275
132817.0,0.5124266147613525
132818.0,0.5131179690361023
132819.0,0.5129150748252869
132820.0,0.5126938819885254
132821.0,0.5125815272331238
132822.0,0.5133970379829407
132823.0,0.5138914585113525
132824.0,0.5142039060592651
132825.0,0.5124018788337708
132826.0,0.5117588043212891
132827.0,0.5109628438949585
132828.0,0.5110419988632202
132829.0,0.5117152333259583
132830.0,0.511552631855011
132831.0,0.5126177072525024
132832.0,0.5131545662879944
132833.0,0.5125280618667603
132834.0,0.512234628200531
132835.0,0.5124290585517883
132836.0,0.5121414065361023
132837.0,0.5106163024902344
132838.0,0.5118452906608582
132839.0,0.5125777721405029
132840.0,0.5120771527290344
132841.0,0.5123822689056396
132842.0,0.5115938782691956
132843.0,0.5115689635276794
132844.0,0.5120819211006165
132845.0,0.5126473307609558
132846.0,0.5115282535552979
132847.0,0.5117887854576111
132848.0,0.5119163990020752
132849.0,0.5121208429336548
132850.0,0.511350691318512
132851.0,0.5126584768295288
132852.0,0.5118087530136108
132853.0,0.5109647512435913
132854.0,0.5104877948760986
132855.0,0.5098853707313538
132856.0,0.5096539855003357
132857.0,0.5105916261672974
132858.0,0.5113996863365173
132859.0,0.511631190776825
132860.0,0.5120827555656433
132861.0,0.5123738646507263
132862.0,0.5117052793502808
132863.0,0.51203852891922
132864.0,0.511394739151001
132865.0,0.5115175247192383
132866.0,0.5115585327148438
132867.0,0.5119200944900513
132868.0,0.5121955871582031
132869.0,0.5121036767959595
132870.0,0.5108045339584351
132871.0,0.5108664035797119
132872.0,0.5105506777763367
132873.0,0.5108156800270081
132874.0,0.5113568305969238
132875.0,0.512734591960907
132876.0,0.5117400288581848
132877.0,0.5121167898178101
132878.0,0.5112698078155518
132879.0,0.5113073587417603
132880.0,0.5114631056785583
132881.0,0.511603593826294
132882.0,0.5115060210227966
132883.0,0.5115429759025574
132884.0,0.5114564299583435
132885.0,0.5111292004585266
132886.0,0.5112141370773315
132887.0,0.5112439393997192
132888.0,0.5115038752555847
132889.0,0.511482834815979
132890.0,0.5114260315895081
132891.0,0.5118405818939209
132892.0,0.5120925307273865
132893.0,0.5127233862876892
132894.0,0.5112699866294861
132895.0,0.5114545822143555
132896.0,0.51090008020401
132897.0,0.5114780068397522
132898.0,0.5125240087509155
132899.0,0.5123322010040283
132900.0,0.5118094086647034
132901.0,0.5126401782035828
132902.0,0.5130895972251892
132903.0,0.5109407305717468
132904.0,0.5111058354377747
132905.0,0.5110498666763306
